year,name,position,cap_hit
2019,nikitakucherov,RW,4766667
2019,gustavnyquist,"RW, LW",4750000
2019,vincenttrocheck,"C, RW",4750000
2019,niklaskronwall,LD,4750000
2019,martinhanzal,C,4750000
2019,craiganderson,G,4750000
2019,carlsoderberg,"C, LW",4750000
2019,jorilehtera,"LW, C",4700000
2019,ryanmcdonagh,LD,4700000
2019,tjbrodie,RD,4650400
2019,clarkemacarthur,LW,4650000
2019,kylepalmieri,"RW, LW",4650000
2019,karlalzner,LD,4625000
2019,chriskreider,LW,4625000
2019,tylertoffoli,"LW, RW",4600000
2019,marcusjohansson,"C, LW, RW",4583333
2019,artemanisimov,"C, LW",4550000
2019,calvindehaan,LD/RD,4550000
2019,maxpacioretty,LW,4500000
2019,nazemkadri,C,4500000
2019,matszuccarello,"RW, LW",4500000
2019,justinwilliams,RW,4500000
2019,antonstralman,RD,4500000
2019,jasondemers,RD,4500000
2019,nikitazaitsev,RD,4500000
2019,shaynegostisbehere,LD,4500000
2019,christophertanev,RD,4450000
2019,alexkillorn,LW,4450000
2019,brandonsutter,"RW, C",4375000
2019,jakeallen,G,4350000
2019,brendansmith,"LD/RD, LW",4350000
2019,dmitrykulikov,LD,4333333
2019,seancouturier,C,4333333
2019,devandubnyk,G,4333333
2019,michaelfrolik,"LW, RW",4300000
2019,codyceci,RD,4300000
2019,nicosturm,C,4273500
2019,craigsmith,"RW, C",4250000
2019,justinabdelkader,"LW, RW",4250000
2019,davidsavard,RD,4250000
2019,iancole,LD/RD,4250000
2019,viktorarvidsson,"RW, LW",4250000
2019,brocknelson,"C, LW",4250000
2019,jonathanericsson,LD,4250000
2019,johnklingberg,RD,4250000
2019,anttiraanta,G,4250000
2019,oscarklefbom,LD,4167000
2019,jonasbrodin,LD,4166667
2019,camtalbot,G,4166666
2019,damonseverson,RD,4166666
2019,adamlarsson,RD,4166666
2019,scottdarling,G,4150000
2019,mathieuperreault,"LW, C",4125000
2019,niklashjalmarsson,LD/RD,4100000
2019,joshmanson,RD,4100000
2019,nickbonino,C,4100000
2019,briandumoulin,LD,4100000
2019,nickbjugstad,"C, RW",4100000
2019,ollimaatta,LD,4083333
2019,jakegardiner,LD,4050000
2019,brettpesce,RD,4025000
2019,alecmartinez,LD,4000000
2019,vladislavnamestnikov,"RW, LW, C",4000000
2019,ryanspooner,"C, LW",4000000
2019,carlhagelin,LW,4000000
2019,evgenidadonov,"RW, LW",4000000
2019,victorrask,C,4000000
2019,mikkelboedker,"LW, RW",4000000
2019,erikgudbranson,RD,4000000
2019,adamhenrique,C,4000000
2019,davidperron,"LW, RW",4000000
2019,romanjosi,LD,4000000
2019,krisrussell,LD/RD,4000000
2019,jakemuzzin,LD,4000000
2019,marcoscandella,LD,4000000
2019,waynesimmonds,"RW, LW",3975000
2019,johanfranzen,"RW, LW",3954545
2019,colinwilson,"C, LW",3937500
2019,andrewshaw,"C, RW",3900000
2019,colinmiller,RD,3875000
2019,travishamonic,RD,3857143
2019,connormurphy,RD,3850000
2019,patrikberglund,"C, LW",3850000
2019,darrenhelm,"C, LW, RW",3850000
2019,codyeakin,C,3850000
2019,justinbraun,RD,3800000
2019,mattbeleskey,LW,3800000
2019,rickardrakell,"RW, LW",3789444
2019,mattiasekholm,LD,3750000
2019,mattmurray,G,3750000
2019,brendangallagher,RW,3750000
2019,boonejenner,"C, LW",3750000
2019,anderslee,"LW, C",3750000
2019,tannerpearson,LW,3750000
2019,jakobsilfverberg,"RW, LW",3750000
2019,braydoncoburn,LD,3700000
2019,jacobmarkstrom,G,3666667
2019,samreinhart,"C, RW",3650000
2019,michaelstone,RD,3500000
2019,ericstaal,C,3500000
2019,calclutterbuck,RW,3500000
2019,andreivasilevskiy,G,3500000
2019,larseller,C,3500000
2019,bryanrust,"RW, LW",3500000
2019,vladimirsobotka,"LW, C",3500000
2019,jamesreimer,G,3400000
2019,brandonmontour,LD/RD,3387500
2019,svenbaertschi,LW,3366666
2019,radkogudas,RD,3350000
2019,caseycizikas,C,3350000
2019,michaelgrabner,"LW, RW",3350000
2019,philippgrubauer,G,3333333
2019,thomasgreiss,G,3333333
2019,jamiemcginn,"LW, RW",3333333
2019,anthonymantha,"RW, LW",3300000
2019,brendendillon,LD,3270000
2019,zacksmith,"LW, C",3250000
2019,andrewcogliano,LW,3250000
2019,jackjohnson,LD,3250000
2019,charliecoyle,"C, RW",3200000
2019,darnellnurse,LD,3200000
2019,trevordaley,RD,3166666
2019,samgagner,"C, RW",3150000
2019,joshuamorrissey,LD,3150000
2019,maxdomi,"C, LW",3150000
2019,patrickeaves,"RW, LW",3150000
2019,derekryan,"C, RW",3125000
2019,ryanstrome,"C, RW",3100000
2019,jeangabrielpageau,C,3100000
2019,phillipdanault,C,3083333
2019,marcuskruger,C,3083333
2019,dangirardi,RD,3000000
2019,conorsheary,"LW, RW",3000000
2019,jonathanbernier,G,3000000
2019,leokomarov,"RW, LW, C",3000000
2019,andreasathanasiou,"LW, RW",3000000
2019,ronhainsey,RD,3000000
2019,joeledmundson,LD,3000000
2019,michaeldelzotto,LD,3000000
2019,thomasvanek,"LW, RW",3000000
2019,camward,G,3000000
2019,jaybeagle,C,3000000
2019,andreburakovsky,"LW, RW",3000000
2019,antoineroussel,LW,3000000
2019,valerinichushkin,"LW, RW",2950000
2019,christierney,C,2937500
2019,adamlowry,C,2916667
2019,carlgunnarsson,LD,2900000
2019,marcusfoligno,"LW, RW",2875000
2019,teuvoteravainen,"RW, LW",2860000
2019,mattcalvert,"LW, RW",2850000
2019,ryanmurray,LD,2825000
2019,richardpanik,"LW, RW",2800000
2019,benhutton,LD,2800000
2019,ryanreaves,RW,2775000
2019,erikhaula,"C, LW",2750000
2019,carterhutton,G,2750000
2019,valtterifilppula,"C, LW",2750000
2019,brianelliott,G,2750000
2019,jaroslavhalak,G,2750000
2019,rileynash,"C, RW",2750000
2019,johnmoore,LD,2750000
2019,mileswood,LW,2750000
2019,adammcquaid,RD,2750000
2019,markpysyk,"RD, RW",2733333
2019,markusnutivaara,RD,2700000
2019,benlovejoy,RD,2666667
2019,derekdorsett,RW,2650000
2019,ondrejkase,RW,2600000
2019,brianboyle,"LW, C",2550000
2019,derekforbort,LD,2525000
2019,andersnilsson,G,2500000
2019,mikkokoskinen,G,2500000
2019,oliverbjorkstrand,"RW, LW",2500000
2019,antonkhudobin,G,2500000
2019,michalneuvirth,G,2500000
2019,kevanmiller,RD,2500000
2019,michalkempný,LD,2500000
2019,patriknemeth,LD,2500000
2019,thomashickey,LD,2500000
2019,braydenmcnabb,LD,2500000
2019,ryanellis,RD,2500000
2019,mattmartin,"LW, RW",2500000
2019,nathanbeaulieu,LD/RD,2400000
2019,blakecomeau,"LW, RW",2400000
2019,mikecondon,G,2400000
2019,daleweise,"RW, LW",2350000
2019,michaelraffl,"LW, RW",2350000
2019,stephenjohns,RD,2350000
2019,troystecher,RD,2325000
2019,johngibson,G,2300000
2019,devinshore,"LW, C, RW",2300000
2019,trevorvanriemsdyk,LD/RD,2300000
2019,mattiasjanmark,"LW, C",2300000
2019,jimmyvesey,"LW, RW",2275000
2019,janrutta,RD,2250000
2019,zachhyman,"LW, RW",2250000
2019,gregpateryn,RD,2250000
2019,brandonmanning,LD,2250000
2019,matthunwick,LD,2250000
2019,tomasplekanec,C,2250000
2019,nateschmidt,LD/RD,2225000
2019,radekfaksa,C,2200000
2019,nickholden,LD,2200000
2019,esalindell,LD,2200000
2019,nikitazadorov,LD/RD,2150000
2019,jamieoleksiak,LD/RD,2137500
2019,davidschlemko,LD,2100000
2019,connorbrown,"LW, RW",2100000
2019,rileysheahan,"LW, C",2100000
2019,callejarnkrok,"LW, C, RW",2000000
2019,jankovar,C,2000000
2019,ryanpulock,RD,2000000
2019,trevorlewis,RW,2000000
2019,melkerkarlsson,"RW, C",2000000
2019,ryanmiller,G,2000000
2019,tobiasrieder,"RW, LW",2000000
2019,mattnieto,"LW, RW",1975000
2019,sambennett,"C, LW, RW",1950000
2019,alexpetrovic,RD,1950000
2019,zackkassian,RW,1950000
2019,aarondell,G,1900000
2019,matthewbenning,RD,1900000
2019,joonasdonskoi,RW,1900000
2019,timschaller,LW,1900000
2019,joshanderson,RW,1850000
2019,darcykuemper,G,1850000
2019,jesperfast,RW,1850000
2019,joelarmia,"RW, LW",1850000
2019,elvismerzlikins,G,1844559
2019,jordanmartinook,"C, LW, RW",1800000
2019,lukeglendening,"C, RW, LW",1800000
2019,ryandzingel,"LW, RW, C",1800000
2019,blakecoleman,"LW, RW",1800000
2019,michealferland,"LW, RW",1750000
2019,chadjohnson,G,1750000
2019,jordanweal,"C, RW, LW",1750000
2019,brettritchie,RW,1750000
2019,patrickmaroon,"LW, RW",1750000
2019,stefannoesen,"RW, LW",1725000
2019,oscarlindberg,"LW, C",1700000
2019,markjankowski,"LW, C",1675000
2019,natethompson,C,1650000
2019,nickritchie,LW,1640000
2019,zemgusgirgensons,"C, LW",1600000
2019,jakemccabe,LD,1600000
2019,adampelech,LD,1600000
2019,kyleclifford,LW,1600000
2019,joshteves,LD,1520700
2019,derykengelland,RD,1500000
2019,lucasbisa,LD,1500000
2019,juusesaros,G,1500000
2019,robinlehner,G,1500000
2019,vinniehinostroza,"RW, C",1500000
2019,brettconnolly,"RW, LW",1500000
2019,drakecaggiula,"LW, RW",1500000
2019,petrmrazek,G,1500000
2019,markusgranlund,"RW, LW, C",1475000
2019,johanlarsson,"C, LW",1475000
2019,pierreedouardbellemare,"C, LW",1450000
2019,scottmayfield,RD,1450000
2019,markbarberio,LD,1450000
2019,stevensantini,RD,1416667
2019,svenandrighetto,"RW, LW",1400000
2019,benchiarot,LD/RD,1400000
2019,mattgrzelcyk,LD,1400000
2019,tylerbertuzzi,"LW, RW",1400000
2019,jonmerrill,LD,1375000
2019,derekmackenzie,"C, LW",1375000
2019,kevinconnauton,LD,1375000
2019,matthewpeca,"LW, C",1300000
2019,andrejsustr,RD,1300000
2019,romanpolak,RD,1300000
2019,michaelhutchinson,G,1300000
2019,connorcarrick,RD,1300000
2019,seankuraly,"C, LW",1275000
2019,chriswagner,"RW, C",1250000
2019,keithkinkaid,G,1250000
2019,danhamhuis,LD,1250000
2019,austinczarnik,"RW, LW",1250000
2019,bradrichardson,C,1250000
2019,jaredmccann,"LW, C",1250000
2019,jakevirtanen,"RW, LW",1250000
2019,markborowiecki,LD,1200000
2019,erikgustafsson,LD/RD,1200000
2019,coltonsceviour,RW,1200000
2019,paulbyron,"LW, RW, C",1166667
2019,kylebrodziak,C,1150000
2019,roberthagg,LD,1150000
2019,louisdomingue,G,1150000
2019,robertbortuzzo,RD,1150000
2019,brandontanev,"RW, LW",1150000
2019,carterrowney,"C, RW",1133333
2019,tompyatt,C,1100000
2019,derrickpouliot,LD,1100000
2019,jordiebenn,LD/RD,1100000
2019,austinwatson,"RW, LW",1100000
2019,dmitrijjaskin,"RW, LW",1100000
2019,almontoya,G,1062500
2019,scottwilson,LW,1050000
2019,martinfrk,RW,1050000
2019,peterbudaj,G,1025000
2019,brooksorpik,LD,1000000
2019,andrewcopp,"LW, C",1000000
2019,chriswideman,RD,1000000
2019,briangibbons,"C, RW, LW",1000000
2019,jakubjeřabek,LD,1000000
2019,joemorrow,RD,1000000
2019,joakimnordstrom,"LW, RW",1000000
2019,yannigourde,"C, LW, RW",1000000
2019,tylerpitlick,RW,1000000
2019,rossjohnston,LW,1000000
2019,devantesmithpelly,"RW, LW",1000000
2019,ericfehr,"C, RW",1000000
2019,nickcousins,"LW, C",1000000
2019,cedricpaquette,"C, LW",1000000
2019,chriskunitz,"RW, LW",1000000
2019,madisonbowey,RD,1000000
2019,scottlaughton,"C, LW",962500
2019,tomasnosek,"C, LW",962500
2019,nicolasdeslauriers,"RW, LW",950000
2019,curtislazar,"C, RW",950000
2019,gabrielbourque,"LW, RW",950000
2019,anttiniemi,G,950000
2019,brandonhickey,LD,925000
2019,joshleivo,"RW, LW",925000
2019,alexanderalexeyev,LD,925000
2019,jonathandahlen,"LW, C",925000
2019,noahdobson,RD,925000
2019,loganoconnor,RW,925000
2019,trevormoore,"RW, LW",925000
2019,willbutcher,LD,925000
2019,shanegersich,"C, LW",925000
2019,ilyasamsonov,G,925000
2019,andrewoglevie,C,925000
2019,calfoote,RD,925000
2019,kevinlankinen,G,925000
2019,davidsklenička,LD,925000
2019,adamboqvist,RD,925000
2019,dantefabbro,RD,925000
2019,huntermiska,G,925000
2019,colinwhite,"RW, C",925000
2019,kiefersherwood,"RW, C",925000
2019,oskarlindblom,LW,925000
2019,yannickrathgeb,RD,925000
2019,tarohirose,LW,925000
2019,dylansikura,"LW, RW, C",925000
2019,matthewtkachuk,"LW, RW",925000
2019,spencerfoo,"RW, C",925000
2019,ilyalyubushkin,RD,925000
2019,blakelizotte,C,925000
2019,joshdickinson,C,925000
2019,ryanmerkley,RD,925000
2019,bradytkachuk,"LW, C",925000
2019,rasmuskupari,"C, LW, RW",925000
2019,andreisvechnikov,"LW, RW",925000
2019,jordangross,RD,925000
2019,patrikrybar,G,925000
2019,coltonpoint,G,925000
2019,alextuch,"RW, LW",925000
2019,henrikborgstrom,C,925000
2019,tagethompson,"C, RW",925000
2019,trentfrederic,"C, LW",925000
2019,samvigneault,C,925000
2019,alexiafallo,"LW, C",925000
2019,evanbouchard,RD,925000
2019,ryanpoehling,"C, LW",925000
2019,christianwolanin,LD,925000
2019,nealpionk,RD,925000
2019,ericmartinsson,LD,925000
2019,braydenburke,LW,925000
2019,dominictoninato,"LW, C",925000
2019,zacharywerenski,LD,925000
2019,jaycehawryluk,"RW, LW",925000
2019,carsonsoucy,LD,925000
2019,rasmusdahlin,LD,925000
2019,matrobson,G,925000
2019,thatcherdemko,G,925000
2019,nickdesimone,RD,925000
2019,louisbelpedio,RD,925000
2019,pierreengvall,"LW, C",925000
2019,adamjohnson,"C, LW",925000
2019,eamonmcadam,G,925000
2019,lucasjohansen,LD,925000
2019,anttisuomela,C,925000
2019,patriklaine,"LW, RW",925000
2019,barretthayton,"C, LW",925000
2019,dennisgilbert,LD,925000
2019,egoryakovlev,LD,925000
2019,dylangambrell,C,925000
2019,callerosen,LD,925000
2019,isaclundestrom,"LW, C",925000
2019,urhovaakanainen,LD,925000
2019,austonmatthews,C,925000
2019,chrisnell,G,925000
2019,michaellindqvist,RW,925000
2019,danielbrickley,LD,925000
2019,henrikhaapala,"LW, RW",925000
2019,coopermarody,"C, RW",925000
2019,juusoriikola,LD,925000
2019,kyleconnor,LW,925000
2019,robbyfabbri,"LW, C",925000
2019,zachwhitecloud,RD,925000
2019,bradykeeper,RD,925000
2019,vladislavgavrikov,LD,925000
2019,liamfoudy,"C, LW, RW",925000
2019,nolanpatrick,"C, RW",925000
2019,vladislavgavrikov,LD,925000
2019,ianmccoshen,LD,925000
2019,sergeishumakov,RW,925000
2019,davidpope,LW,925000
2019,filipzadina,"RW, LW",925000
2019,brockboeser,RW,925000
2019,andreasborgman,LD,925000
2019,jesperikotkaniemi,"C, LW",925000
2019,troyterry,"RW, C",925000
2019,lawrencepilut,LD,925000
2019,jessepuljujarvi,RW,925000
2019,jakewalman,LD,925000
2019,bogdankiselevich,LD,925000
2019,lukekunin,"RW, C",925000
2019,davidkampf,"C, RW",925000
2019,erikfoley,LW,925000
2019,joelpersson,RD,925000
2019,sheldondries,C,925000
2019,caseymittelstadt,C,925000
2019,vinnilettieri,"C, RW",925000
2019,eliaspettersson,C,925000
2019,matisskivlenieks,G,925000
2019,zachastonreese,"LW, RW",925000
2019,gabrielvilardi,C,925000
2019,parlindholm,"LW, C",925000
2019,nickschmaltz,C,925000
2019,maxveronneau,RW,925000
2019,mitchreinke,RD,925000
2019,joeyanderson,RW,925000
2019,dominikkahun,"LW, RW, C",925000
2019,martinkaut,RW,925000
2019,nicohischier,C,925000
2019,jakekielly,G,925000
2019,blakehillman,D,925000
2019,alexanderkerfoot,"C, LW",925000
2019,ryanlindgren,LD,925000
2019,frankvatrano,"RW, LW",925000
2019,jakeevans,"C, RW",925000
2019,tydellandrea,"C, RW",925000
2019,rempitlick,C,925000
2019,tysmith,LD/RD,925000
2019,andersbjork,"LW, RW",925000
2019,nikitagusev,"RW, LW",925000
2019,vincentpraplan,RW,925000
2019,igorozhiganov,RD,925000
2019,tylermotte,"LW, RW",925000
2019,jakobchychrun,LD,925000
2019,ryankuffner,LW,925000
2019,joeydaccord,G,925000
2019,sebastianaho,"C, LW",925000
2019,villemeskanen,"RW, LW",925000
2019,pavelbuchnevich,"RW, LW",925000
2019,sheldonrempal,"LW, RW",925000
2019,kristianvesalainen,"LW, RW",925000
2019,michalmoravčik,LD,925000
2019,ericrobinson,LW,925000
2019,nicolasbeaudin,LD,925000
2019,henrijokiharju,RD,925000
2019,dominikbokk,"LW, RW",925000
2019,carlgrundstrom,LW,925000
2019,calpetersen,G,925000
2019,juusoikonen,RW,925000
2019,jacobnilsson,"C, LW",925000
2019,conortimmins,RD,925000
2019,gavinbayreuther,LD,925000
2019,rasmussandin,LD,925000
2019,sakumaenalanen,"RW, LW",925000
2019,jakobforsbackakarlsson,"RW, C",916667
2019,andrewpeeke,RD,916667
2019,charliemcavoy,RD,916667
2019,quinnhughes,LD,916667
2019,adamgaudette,C,916667
2019,jordangreenway,"LW, RW",916666
2019,magnuspaajarvi,"LW, RW",900000
2019,brettkulak,LD/RD,900000
2019,dylandemelo,RD,900000
2019,jacobdelarose,"C, LW",900000
2019,korbinianholzer,RD,900000
2019,mackenzieweegar,LD/RD,900000
2019,joonaskorpisalo,G,900000
2019,christhorburn,"RW, LW",900000
2019,ryandonato,"LW, C",900000
2019,michaelvecchione,C,900000
2019,alexandretexier,"LW, C",897500
2019,pavelzacha,"LW, C",894167
2019,nicksuzuki,"C, RW",894167
2019,morganfrost,C,894167
2019,mitchellmarner,RW,894167
2019,martinnecas,"RW, C",894167
2019,ivanprovorov,LD,894167
2019,codyglass,C,894167
2019,klimkostin,RW,894167
2019,timomeier,"LW, RW",894167
2019,owentippett,RW,894167
2019,mikkorantanen,RW,894167
2019,traviskonecny,"RW, LW",894167
2019,pierreolivierjoseph,LD,894167
2019,adriankempe,"LW, RW",894167
2019,joelerikssonek,C,894167
2019,erikbrannstrom,RD,894167
2019,anthonybeauvillier,LW,894167
2019,timothyliljegren,RD,894167
2019,lawsoncrouse,LW,894167
2019,germanrubtsov,C,894166
2019,gabrielcarlsson,LD,894166
2019,juusovalimaki,LD,894166
2019,pierrelucdubois,C,894166
2019,filipchytil,"C, LW",894166
2019,jackroslovic,"C, RW",894166
2019,michaelrasmussen,"LW, C, RW",894166
2019,liasandersson,"C, LW",894166
2019,jacoblarsson,LD,894166
2019,dennischolowski,LD,894166
2019,denisgurianov,"RW, LW",894166
2019,miroheiskanen,LD/RD,894166
2019,mikhailsergachev,LD/RD,894166
2019,eelitolvanen,LW,894166
2019,kiefferbellows,"C, LW",894166
2019,kaileryamamoto,"RW, C",894166
2019,robertthomas,"C, RW",894166
2019,kolelind,RW,891666
2019,brockmcginn,"LW, RW",887500
2019,claytonkeller,"RW, LW",885833
2019,tysonjost,"C, LW, RW",885833
2019,hampusgustafsson,"LW, C",883750
2019,masonmitchell,"C, LW",883750
2019,brandonhagel,LW,880833
2019,calemakar,RD,880833
2019,ryancollins,RD,880833
2019,dylansadowy,LW,880833
2019,zacharysanford,LW,875000
2019,jasondickinson,"C, LW",875000
2019,ryanhartman,"C, RW",875000
2019,nicolaspetan,"C, LW, RW",874125
2019,cjsmith,LW,874125
2019,hudsonfasching,RW,874125
2019,kevinroy,"C, LW",874125
2019,chrisbigras,RD,874125
2019,michaelkapla,D,874125
2019,robogara,LD,874125
2019,michaelmccarron,"RW, C",874125
2019,dannyoregan,"C, LW",874125
2019,gustavforsling,LD,872500
2019,dantonheinen,"LW, RW",872500
2019,kodyclark,RW,870000
2019,maximiliankammerer,"C, LW",870000
2019,ryanmantha,RD,870000
2019,slaterkoekkoek,LD/RD,865000
2019,alexandervolkov,"LW, RW",864167
2019,kevinstenlund,"RW, C",864166
2019,williamborgen,RD,864166
2019,travissanheim,LD,863333
2019,anthonydeangelo,RD,863333
2019,nickmerkley,"RW, C",863333
2019,nikitascherbak,"LW, RW",863333
2019,loganstanley,LD,863333
2019,thomaschabot,LD,863333
2019,ollijuolevi,LD,863333
2019,kevinfiala,"LW, RW",863333
2019,juliushonka,RD,863333
2019,dylanstrome,"C, LW",863333
2019,jakubzboril,LD,863333
2019,mathewbarzal,C,863333
2019,evgenysvechnikov,LW,863333
2019,michaeldalcolle,LW,863333
2019,loganbrown,C,863333
2019,sonnymilano,LW,863333
2019,alexandernylander,"RW, LW",863333
2019,bretthowden,C,863333
2019,jakedebrusk,LW,863333
2019,michaelmcleod,C,863333
2019,haydnfleury,LD/RD,863333
2019,joshuahosang,"RW, C",863333
2019,zachsenyshyn,RW,863333
2019,jakubvrana,LW,863333
2019,samsteel,C,863333
2019,noahjuulsen,RD,863333
2019,jakebean,LD/RD,863333
2019,brendanperlini,"RW, LW",863333
2019,travisdermott,LD/RD,863333
2019,nikolaygoldobin,LW,863333
2019,maxjones,"LW, RW",863333
2019,kasperikapanen,RW,863333
2019,juliengauthier,RW,863333
2019,axeljonssonfjallby,LW,860000
2019,joshhealey,D,858750
2019,dmitrisamorukov,LD,855833
2019,lukasjasek,RW,853333
2019,nicolasmeloche,RD,853333
2019,troybrouwer,"LW, RW",850000
2019,mircomueller,LD,850000
2019,garnethathaway,"RW, LW",850000
2019,curtismcelhinney,G,850000
2019,zackmacewen,"C, RW",847500
2019,villehusso,G,847500
2019,rasmusasplund,"C, LW",845000
2019,nikomikkola,LD,842500
2019,jeremybracco,RW,842500
2019,mackenzieentwistle,C,842500
2019,nolanstevens,C,842500
2019,angusredmond,G,842500
2019,christiandvorak,"C, LW",839167
2019,brendanlemieux,"LW, RW",839167
2019,artturilehkonen,"LW, RW",839166
2019,yanpavellaplante,C,836667
2019,gabrielfortier,LW,836667
2019,martinfehervary,LD,836667
2019,marcushogberg,G,835000
2019,mitchhults,C,833750
2019,brianpinho,"C, RW",833750
2019,victorejdsell,"C, LW",833750
2019,michaeleyssimont,C,833750
2019,mattroy,RD,833750
2019,liborsulak,LD,833750
2019,anthonyangello,"C, RW",833750
2019,maximletunov,C,833750
2019,jakebischoff,LD,833750
2019,taylorraddysh,RW,833333
2019,liborhajek,LD,833333
2019,mitchellstephens,C,833333
2019,boriskatchouk,LW,833333
2019,vladislavkamenev,C,833333
2019,jeremyroy,RD,827500
2019,petruspalmu,"LW, RW",825833
2019,michaeldipietro,G,825833
2019,niclaswesterholm,G,825833
2019,axelandersson,RD,825833
2019,jasonrobertson,"LW, RW",825833
2019,alexbiega,RD,825000
2019,paulladue,RD,825000
2019,michealhaley,C,825000
2019,lukassedlak,"LW, C, RW",825000
2019,mitcheliot,RD,822500
2019,masonmcdonald,G,822500
2019,nicolashague,LD,822500
2019,christianfischer,"RW, LW",821666
2019,ianscott,G,820000
2019,maximecomtois,LW,820000
2019,michaeldowning,LD,820000
2019,nolanvesey,LW,817500
2019,jakublauko,"C, LW",817500
2019,nathanschnarr,C,817500
2019,rileysutter,RW,817500
2019,shanestarrett,G,817500
2019,jonahgadjovich,LW,814167
2019,caseynelson,RD,812500
2019,jakedotchin,RD,812500
2019,nickjensen,RD,812500
2019,johnquenneville,"LW, C",811667
2019,alexnedeljkovic,G,811667
2019,isaacratcliffe,LW,811667
2019,roopehintz,"C, LW",811667
2019,jannekuokkanen,"LW, C",811666
2019,drewstafford,"RW, LW",810000
2019,joshbrook,RD,809167
2019,drydenhunt,"LW, RW",809167
2019,patrickbajkov,"RW, LW",809167
2019,dominikmasin,LD,808333
2019,tylerbenson,LW,808333
2019,willbitten,"RW, C",805000
2019,matthewstrome,LW,804167
2019,maksimsushko,RW,804167
2019,linussoderstrom,G,803333
2019,tobiasgeisser,LD,803333
2019,ryangropp,LW,802500
2019,jonathonmartin,LW,800833
2019,daltonprout,RD,800000
2019,calvinpickard,G,800000
2019,adamerne,"LW, RW",800000
2019,markodano,"C, LW, RW",800000
2019,lukeschenn,RD,800000
2019,nikitasoshnikov,RW,800000
2019,travisboyd,"C, RW",800000
2019,tyrattie,"RW, LW",800000
2019,griffinreinhart,LD,800000
2019,martinmarincin,LD,800000
2019,christianfolin,RD,800000
2019,semyonderarguchintsev,C,800000
2019,jackstudnicka,"RW, C",800000
2019,davidrittich,G,800000
2019,jakedotchin,RD,800000
2019,josephwoll,G,800000
2019,ryanmacinnis,C,797500
2019,keatonthompson,LD,795000
2019,marcuspettersson,LD,794167
2019,jordanmaletta,C,792500
2019,tylermoy,C,792500
2019,felixsandstrom,G,792500
2019,camjohnson,G,792500
2019,ryanfitzgerald,"C, RW",792500
2019,masonshaw,C,792500
2019,jaredmcisaac,LD,792500
2019,cjsuess,LW,792500
2019,bodewilde,RD,792500
2019,ukkopekkaluukkonen,G,792500
2019,lukasvejdemo,"C, LW, RW",792500
2019,justinkloos,"C, RW",792500
2019,lucascarlsson,LD,792500
2019,cameronhughes,"C, LW",792500
2019,krisbindulis,D,792500
2019,alexandargeorgiev,G,792500
2019,brandoncarlo,RD,789167
2019,laurentdauphin,"C, LW",787500
2019,seanmalone,C,787500
2019,andreasjohnsson,"LW, RW",787500
2019,nicholasbaptiste,RW,787500
2019,ottokoivula,"LW, RW, C",786666
2019,emiljohansson,LD,784167
2019,mikhailvorobyov,C,784167
2019,stuartskinner,G,784166
2019,pascallaberge,C,780833
2019,alexeylipanov,C,778333
2019,alexdebrincat,"LW, RW",778333
2019,dillondube,"RW, LW",778333
2019,michaelbrodzinski,D,778333
2019,matejpekar,"C, RW",775833
2019,matthewhighmore,"LW, RW",775833
2019,filiphallander,C,775833
2019,mattvillalta,G,775833
2019,marianstudenic,RW,775833
2019,jesperlindgren,RD,775833
2019,antoinemorand,C,775833
2019,andreasenglund,LD,775833
2019,yegorsharangovich,"RW, LW, C",775833
2019,gustavlindstrom,RD,775833
2019,nathannoel,C,775833
2019,davidquenneville,RD,775833
2019,igorshvyryov,C,775833
2019,glenngawdin,"C, RW",775833
2019,jakubskarek,G,775833
2019,alexanderchmelevski,C,775833
2019,jakeleschyshyn,C,775833
2019,carsentwarynski,LW,775833
2019,linusolund,C,775833
2019,anthonylouis,"C, LW",775000
2019,adammascherin,"C, LW",775000
2019,tuckerpoolman,RD,775000
2019,saminiku,LD/RD,775000
2019,ivanchekhovich,"C, LW",773333
2019,rileystillman,LD,773333
2019,lucaselvenes,RW,773333
2019,brandonhalverson,G,772500
2019,calefleury,RD,771666
2019,tylersteenbergen,C,770833
2019,ostapsafin,"RW, LW",770833
2019,kirillmaksimov,RW,770833
2019,alexeitoropchenko,C,770833
2019,ivanlodnia,RW,770000
2019,reidduke,"C, RW",770000
2019,sebastianaho,LD,770000
2019,brandoncrawley,LD,770000
2019,evanfitzpatrick,G,770000
2019,olleerikssonek,G,769167
2019,davidkase,"RW, LW, C",768333
2019,jonathandavidsson,RW,768333
2019,jacobmcgrew,C,768333
2019,noahgregor,"C, LW",768333
2019,miroslavsvoboda,G,767500
2019,jonituulola,LD,767500
2019,lucsnuggerud,LD,767500
2019,kaapokahkonen,G,767500
2019,jansenharkins,"LW, C",767500
2019,vincepedrie,D,767500
2019,filipsandberg,"C, RW",767500
2019,wileysherman,D,767500
2019,jenslooke,RW,767500
2019,andrewsturtz,RW,767500
2019,tonycalderone,RW,767500
2019,masonmarchment,"LW, RW",767500
2019,filippyrochta,LD,767500
2019,rosscolton,C,767500
2019,collindelia,G,767500
2019,victorolofsson,"LW, RW",767500
2019,samlafferty,"C, LW",767500
2019,merrickmadsen,G,767500
2019,dmitrysokolov,C,765000
2019,jcbeaudin,"C, RW",765000
2019,jalenchatfield,RD,765000
2019,joshanderson,LD,765000
