Unnamed: 0,year,name,team
0,2007,craigadams,CAR
1,2007,kevynadams,CAR
2,2007,keithaucoin,CAR
3,2007,antonbabchuk,CAR
4,2007,ryanbayda,CAR
5,2007,ericbelanger,CAR
6,2007,rodbrindamour,CAR
7,2007,ansoncarter,CAR
8,2007,erikcole,CAR
9,2007,mikecommodore,CAR
10,2007,timgleason,CAR
11,2007,davidgove,CAR
12,2007,johngrahame,CAR
13,2007,brethedican,CAR
14,2007,andrewhutchinson,CAR
15,2007,frantisekkaberle,CAR
16,2007,andrewladd,CAR
17,2007,chadlarose,CAR
18,2007,trevorletowski,CAR
19,2007,dennisseidenberg,CAR
20,2007,ericstaal,CAR
21,2007,corystillman,CAR
22,2007,davidtanabe,CAR
23,2007,josefvasicek,CAR
24,2007,scottwalker,CAR
25,2007,niclaswallin,CAR
26,2007,camward,CAR
27,2007,glenwesley,CAR
28,2007,raywhitney,CAR
29,2007,justinwilliams,CAR
30,2008,craigadams,CAR
31,2008,keithaucoin,CAR
32,2008,ryanbayda,CAR
33,2008,caseyborer,CAR
34,2008,rodbrindamour,CAR
35,2008,wadebrookbank,CAR
36,2008,erikcole,CAR
37,2008,mikecommodore,CAR
38,2008,timconboy,CAR
39,2008,joecorvo,CAR
40,2008,mattcullen,CAR
41,2008,patrickeaves,CAR
42,2008,timgleason,CAR
43,2008,johngrahame,CAR
44,2008,jeffhamilton,CAR
45,2008,brethedican,CAR
46,2008,joejensen,CAR
47,2008,frantisekkaberle,CAR
48,2008,andrewladd,CAR
49,2008,chadlarose,CAR
50,2008,michaelleighton,CAR
51,2008,trevorletowski,CAR
52,2008,joeymormina,CAR
53,2008,brandonnolan,CAR
54,2008,tuomoruutu,CAR
55,2008,sergeisamsonov,CAR
56,2008,dennisseidenberg,CAR
57,2008,ericstaal,CAR
58,2008,corystillman,CAR
59,2008,davidtanabe,CAR
60,2008,scottwalker,CAR
61,2008,niclaswallin,CAR
62,2008,camward,CAR
63,2008,glenwesley,CAR
64,2008,raywhitney,CAR
65,2008,justinwilliams,CAR
66,2009,antonbabchuk,CAR
67,2009,ryanbayda,CAR
68,2009,caseyborer,CAR
69,2009,zachboychuk,CAR
70,2009,rodbrindamour,CAR
71,2009,wadebrookbank,CAR
72,2009,brettcarson,CAR
73,2009,erikcole,CAR
74,2009,timconboy,CAR
75,2009,joecorvo,CAR
76,2009,mattcullen,CAR
77,2009,patrickdwyer,CAR
78,2009,patrickeaves,CAR
79,2009,timgleason,CAR
80,2009,dwighthelminen,CAR
81,2009,jussijokinen,CAR
82,2009,frantisekkaberle,CAR
83,2009,danlacouture,CAR
84,2009,chadlarose,CAR
85,2009,michaelleighton,CAR
86,2009,josefmelichar,CAR
87,2009,jakubpetruzalek,CAR
88,2009,jonipitkanen,CAR
89,2009,bryanrodney,CAR
90,2009,tuomoruutu,CAR
91,2009,michaelryan,CAR
92,2009,sergeisamsonov,CAR
93,2009,dennisseidenberg,CAR
94,2009,ericstaal,CAR
95,2009,brandonsutter,CAR
96,2009,scottwalker,CAR
97,2009,niclaswallin,CAR
98,2009,camward,CAR
99,2009,raywhitney,CAR
100,2009,justinwilliams,CAR
101,2010,andrewalberts,CAR
102,2010,caseyborer,CAR
103,2010,draysonbowman,CAR
104,2010,zachboychuk,CAR
105,2010,rodbrindamour,CAR
106,2010,brettcarson,CAR
107,2010,erikcole,CAR
108,2010,timconboy,CAR
109,2010,joecorvo,CAR
110,2010,mattcullen,CAR
111,2010,patrickdwyer,CAR
112,2010,timgleason,CAR
113,2010,stevengoertzen,CAR
114,2010,jayharrison,CAR
115,2010,jussijokinen,CAR
116,2010,tomkostopoulos,CAR
117,2010,chadlarose,CAR
118,2010,mannylegace,CAR
119,2010,michaelleighton,CAR
120,2010,jamiemcbain,CAR
121,2010,oskarosala,CAR
122,2010,justinpeters,CAR
123,2010,alexandrepicard,CAR
124,2010,jonipitkanen,CAR
125,2010,brianpothier,CAR
126,2010,bryanrodney,CAR
127,2010,tuomoruutu,CAR
128,2010,jeromesamson,CAR
129,2010,sergeisamsonov,CAR
130,2010,ericstaal,CAR
131,2010,brandonsutter,CAR
132,2010,jiritlusty,CAR
133,2010,scottwalker,CAR
134,2010,niclaswallin,CAR
135,2010,aaronward,CAR
136,2010,camward,CAR
137,2010,raywhitney,CAR
138,2010,stephaneyelle,CAR
139,2011,bryanallen,CAR
140,2011,antonbabchuk,CAR
141,2011,troybodie,CAR
142,2011,draysonbowman,CAR
143,2011,zachboychuk,CAR
144,2011,brettcarson,CAR
145,2011,ryancarter,CAR
146,2011,erikcole,CAR
147,2011,joecorvo,CAR
148,2011,zacdalpe,CAR
149,2011,patrickdwyer,CAR
150,2011,timgleason,CAR
151,2011,jayharrison,CAR
152,2011,jussijokinen,CAR
153,2011,derekjoslin,CAR
154,2011,tomkostopoulos,CAR
155,2011,chadlarose,CAR
156,2011,jonmatsumoto,CAR
157,2011,jamiemcbain,CAR
158,2011,patrickosullivan,CAR
159,2011,justinpeters,CAR
160,2011,jonipitkanen,CAR
161,2011,bryanrodney,CAR
162,2011,tuomoruutu,CAR
163,2011,jeromesamson,CAR
164,2011,sergeisamsonov,CAR
165,2011,jeffskinner,CAR
166,2011,ericstaal,CAR
167,2011,corystillman,CAR
168,2011,brandonsutter,CAR
169,2011,brettsutter,CAR
170,2011,jiritlusty,CAR
171,2011,camward,CAR
172,2011,ianwhite,CAR
173,2012,bryanallen,CAR
174,2012,brianboucher,CAR
175,2012,draysonbowman,CAR
176,2012,zachboychuk,CAR
177,2012,timbrent,CAR
178,2012,zacdalpe,CAR
179,2012,patrickdwyer,CAR
180,2012,justinfaulk,CAR
181,2012,timgleason,CAR
182,2012,jayharrison,CAR
183,2012,jussijokinen,CAR
184,2012,derekjoslin,CAR
185,2012,tomaskaberle,CAR
186,2012,chadlarose,CAR
187,2012,jamiemcbain,CAR
188,2012,mikemurphy,CAR
189,2012,rileynash,CAR
190,2012,andreasnodl,CAR
191,2012,justinpeters,CAR
192,2012,jonipitkanen,CAR
193,2012,alexeiponikarovsky,CAR
194,2012,tuomoruutu,CAR
195,2012,jeromesamson,CAR
196,2012,bobbysanguinetti,CAR
197,2012,jeffskinner,CAR
198,2012,jaroslavspacek,CAR
199,2012,ericstaal,CAR
200,2012,anthonystewart,CAR
201,2012,brandonsutter,CAR
202,2012,brettsutter,CAR
203,2012,jiritlusty,CAR
204,2012,camward,CAR
205,2012,jeremywelsh,CAR
206,2013,brettbellemore,CAR
207,2013,marcandrebergeron,CAR
208,2013,nicolasblanchard,CAR
209,2013,draysonbowman,CAR
210,2013,zachboychuk,CAR
211,2013,timbrent,CAR
212,2013,joecorvo,CAR
213,2013,zacdalpe,CAR
214,2013,patrickdwyer,CAR
215,2013,danellis,CAR
216,2013,justinfaulk,CAR
217,2013,timgleason,CAR
218,2013,marcandregragnani,CAR
219,2013,adamhall,CAR
220,2013,jayharrison,CAR
221,2013,jussijokinen,CAR
222,2013,michaljordan,CAR
223,2013,chadlarose,CAR
224,2013,jamiemcbain,CAR
225,2013,ryanmurphy,CAR
226,2013,rileynash,CAR
227,2013,andreasnodl,CAR
228,2013,justinpeters,CAR
229,2013,jonipitkanen,CAR
230,2013,tuomoruutu,CAR
231,2013,bobbysanguinetti,CAR
232,2013,alexandersemin,CAR
233,2013,jeffskinner,CAR
234,2013,ericstaal,CAR
235,2013,jaredstaal,CAR
236,2013,jordanstaal,CAR
237,2013,brettsutter,CAR
238,2013,christerry,CAR
239,2013,jiritlusty,CAR
240,2013,timwallace,CAR
241,2013,camward,CAR
242,2013,jeremywelsh,CAR
243,2013,kevinwestgarth,CAR
244,2014,brettbellemore,CAR
245,2014,draysonbowman,CAR
246,2014,zachboychuk,CAR
247,2014,radekdvorak,CAR
248,2014,patrickdwyer,CAR
249,2014,justinfaulk,CAR
250,2014,nathangerbe,CAR
251,2014,timgleason,CAR
252,2014,ronhainsey,CAR
253,2014,jayharrison,CAR
254,2014,antonkhudobin,CAR
255,2014,mikekomisarek,CAR
256,2014,johnmichaelliles,CAR
257,2014,eliaslindholm,CAR
258,2014,andreiloktionov,CAR
259,2014,mannymalhotra,CAR
260,2014,ryanmurphy,CAR
261,2014,rileynash,CAR
262,2014,aaronpalushaj,CAR
263,2014,justinpeters,CAR
264,2014,tuomoruutu,CAR
265,2014,andrejsekera,CAR
266,2014,alexandersemin,CAR
267,2014,jeffskinner,CAR
268,2014,ericstaal,CAR
269,2014,jordanstaal,CAR
270,2014,brettsutter,CAR
271,2014,christerry,CAR
272,2014,jiritlusty,CAR
273,2014,camward,CAR
274,2014,kevinwestgarth,CAR
275,2015,brettbellemore,CAR
276,2015,dannybiega,CAR
277,2015,zachboychuk,CAR
278,2015,patrickbrown,CAR
279,2015,patrickdwyer,CAR
280,2015,justinfaulk,CAR
281,2015,nathangerbe,CAR
282,2015,timgleason,CAR
283,2015,ronhainsey,CAR
284,2015,jayharrison,CAR
285,2015,jackhillen,CAR
286,2015,michaljordan,CAR
287,2015,antonkhudobin,CAR
288,2015,johnmichaelliles,CAR
289,2015,eliaslindholm,CAR
290,2015,keeganlowe,CAR
291,2015,bradmalone,CAR
292,2015,jaymcclement,CAR
293,2015,ryanmurphy,CAR
294,2015,rileynash,CAR
295,2015,andrejnestrasil,CAR
296,2015,victorrask,CAR
297,2015,rasmusrissanen,CAR
298,2015,andrejsekera,CAR
299,2015,alexandersemin,CAR
300,2015,justinshugg,CAR
301,2015,jeffskinner,CAR
302,2015,ericstaal,CAR
303,2015,jordanstaal,CAR
304,2015,brodysutter,CAR
305,2015,christerry,CAR
306,2015,jiritlusty,CAR
307,2015,camward,CAR
308,2015,brendanwoods,CAR
309,2016,patrickbrown,CAR
310,2016,trevorcarrick,CAR
311,2016,phillipdigiuseppe,CAR
312,2016,justinfaulk,CAR
313,2016,nathangerbe,CAR
314,2016,ronhainsey,CAR
315,2016,noahhanifin,CAR
316,2016,michaljordan,CAR
317,2016,eddielack,CAR
318,2016,johnmichaelliles,CAR
319,2016,eliaslindholm,CAR
320,2016,bradmalone,CAR
321,2016,jaymcclement,CAR
322,2016,brockmcginn,CAR
323,2016,ryanmurphy,CAR
324,2016,rileynash,CAR
325,2016,andrejnestrasil,CAR
326,2016,joakimnordstrom,CAR
327,2016,brettpesce,CAR
328,2016,victorrask,CAR
329,2016,derekryan,CAR
330,2016,jeffskinner,CAR
331,2016,jaccobslavin,CAR
332,2016,ericstaal,CAR
333,2016,jordanstaal,CAR
334,2016,brodysutter,CAR
335,2016,christerry,CAR
336,2016,sergeytolchinsky,CAR
337,2016,krisversteeg,CAR
338,2016,camward,CAR
339,2016,jameswisniewski,CAR
340,2016,brendanwoods,CAR
341,2017,sebastianaho,CAR
342,2017,jorgealves,CAR
343,2017,bryanbickell,CAR
344,2017,patrickbrown,CAR
345,2017,klasdahlbeck,CAR
346,2017,phillipdigiuseppe,CAR
347,2017,justinfaulk,CAR
348,2017,martinfrk,CAR
349,2017,ronhainsey,CAR
350,2017,noahhanifin,CAR
351,2017,eddielack,CAR
352,2017,michaelleighton,CAR
353,2017,eliaslindholm,CAR
354,2017,jaymcclement,CAR
355,2017,brockmcginn,CAR
356,2017,ryanmurphy,CAR
357,2017,jakubnakladal,CAR
358,2017,alexnedeljkovic,CAR
359,2017,andrejnestrasil,CAR
360,2017,joakimnordstrom,CAR
361,2017,brettpesce,CAR
362,2017,andrewpoturalski,CAR
363,2017,victorrask,CAR
364,2017,tyrattie,CAR
365,2017,derekryan,CAR
366,2017,jeffskinner,CAR
367,2017,jaccobslavin,CAR
368,2017,jordanstaal,CAR
369,2017,viktorstalberg,CAR
370,2017,leestempniak,CAR
371,2017,matttennyson,CAR
372,2017,teuvoteravainen,CAR
373,2017,sergeytolchinsky,CAR
374,2017,lucaswallmark,CAR
375,2017,camward,CAR
376,2017,valentinzykov,CAR
377,2018,sebastianaho,CAR
378,2018,trevorcarrick,CAR
379,2018,klasdahlbeck,CAR
380,2018,scottdarling,CAR
381,2018,phillipdigiuseppe,CAR
382,2018,justinfaulk,CAR
383,2018,haydnfleury,CAR
384,2018,warrenfoegele,CAR
385,2018,noahhanifin,CAR
386,2018,joshjooris,CAR
387,2018,marcuskruger,CAR
388,2018,jannekuokkanen,CAR
389,2018,eliaslindholm,CAR
390,2018,brockmcginn,CAR
391,2018,rolandmckeown,CAR
392,2018,martinnecas,CAR
393,2018,joakimnordstrom,CAR
394,2018,brettpesce,CAR
395,2018,victorrask,CAR
396,2018,nicolasroy,CAR
397,2018,derekryan,CAR
398,2018,jeffskinner,CAR
399,2018,jaccobslavin,CAR
400,2018,jordanstaal,CAR
401,2018,leestempniak,CAR
402,2018,teuvoteravainen,CAR
403,2018,trevorvanriemsdyk,CAR
404,2018,lucaswallmark,CAR
405,2018,camward,CAR
406,2018,justinwilliams,CAR
407,2018,valentinzykov,CAR
408,2019,sebastianaho,CAR
409,2019,jakebean,CAR
410,2019,clarkbishop,CAR
411,2019,patrickbrown,CAR
412,2019,trevorcarrick,CAR
413,2019,scottdarling,CAR
414,2019,calvindehaan,CAR
415,2019,phillipdigiuseppe,CAR
416,2019,justinfaulk,CAR
417,2019,michealferland,CAR
418,2019,haydnfleury,CAR
419,2019,warrenfoegele,CAR
420,2019,dougiehamilton,CAR
421,2019,jannekuokkanen,CAR
422,2019,sakumaenalanen,CAR
423,2019,jordanmartinook,CAR
424,2019,curtismcelhinney,CAR
425,2019,brockmcginn,CAR
426,2019,gregmckegg,CAR
427,2019,petrmrazek,CAR
428,2019,martinnecas,CAR
429,2019,alexnedeljkovic,CAR
430,2019,ninoniederreiter,CAR
431,2019,brettpesce,CAR
432,2019,victorrask,CAR
433,2019,nicolasroy,CAR
434,2019,aleksisaarela,CAR
435,2019,jaccobslavin,CAR
436,2019,jordanstaal,CAR
437,2019,andreisvechnikov,CAR
438,2019,teuvoteravainen,CAR
439,2019,trevorvanriemsdyk,CAR
440,2019,lucaswallmark,CAR
441,2019,justinwilliams,CAR
442,2019,valentinzykov,CAR
443,2020,sebastianaho,CAR
444,2020,davidayres,CAR
445,2020,clarkbishop,CAR
446,2020,ryandzingel,CAR
447,2020,joeledmundson,CAR
448,2020,haydnfleury,CAR
449,2020,warrenfoegele,CAR
450,2020,antonforsberg,CAR
451,2020,jakegardiner,CAR
452,2020,juliengauthier,CAR
453,2020,morgangeekie,CAR
454,2020,briangibbons,CAR
455,2020,dougiehamilton,CAR
456,2020,erikhaula,CAR
457,2020,eetuluostarinen,CAR
458,2020,jordanmartinook,CAR
459,2020,brockmcginn,CAR
460,2020,petrmrazek,CAR
461,2020,martinnecas,CAR
462,2020,alexnedeljkovic,CAR
463,2020,ninoniederreiter,CAR
464,2020,brettpesce,CAR
465,2020,jamesreimer,CAR
466,2020,bradyskjei,CAR
467,2020,jaccobslavin,CAR
468,2020,jordanstaal,CAR
469,2020,andreisvechnikov,CAR
470,2020,teuvoteravainen,CAR
471,2020,vincenttrocheck,CAR
472,2020,trevorvanriemsdyk,CAR
473,2020,samivatanen,CAR
474,2020,lucaswallmark,CAR
475,2020,justinwilliams,CAR
476,2021,sebastianaho,CAR
477,2021,jakebean,CAR
478,2021,ryandzingel,CAR
479,2021,jesperfast,CAR
480,2021,haydnfleury,CAR
481,2021,warrenfoegele,CAR
482,2021,jakegardiner,CAR
483,2021,morgangeekie,CAR
484,2021,janihakanpaa,CAR
485,2021,dougiehamilton,CAR
486,2021,joeykeane,CAR
487,2021,maximelajoie,CAR
488,2021,stevenlorentz,CAR
489,2021,jordanmartinook,CAR
490,2021,maxmccormick,CAR
491,2021,brockmcginn,CAR
492,2021,petrmrazek,CAR
493,2021,martinnecas,CAR
494,2021,alexnedeljkovic,CAR
495,2021,ninoniederreiter,CAR
496,2021,cedricpaquette,CAR
497,2021,brettpesce,CAR
498,2021,jamesreimer,CAR
499,2021,sheldonrempal,CAR
500,2021,joakimryan,CAR
501,2021,drewshore,CAR
502,2021,bradyskjei,CAR
503,2021,jaccobslavin,CAR
504,2021,jordanstaal,CAR
505,2021,andreisvechnikov,CAR
506,2021,teuvoteravainen,CAR
507,2021,vincenttrocheck,CAR
508,2007,seanavery,NYR
509,2007,blairbetts,NYR
510,2007,ryancallahan,NYR
511,2007,mattcullen,NYR
512,2007,nigeldawes,NYR
513,2007,brandondubinsky,NYR
514,2007,pascaldupuis,NYR
515,2007,dangirardi,NYR
516,2007,adamhall,NYR
517,2007,ryanhollweg,NYR
518,2007,marcelhossa,NYR
519,2007,jarkkoimmonen,NYR
520,2007,bradisbister,NYR
521,2007,jaromirjagr,NYR
522,2007,dariuskasparaitis,NYR
523,2007,jasonkrog,NYR
524,2007,brycelampman,NYR
525,2007,davidliffiton,NYR
526,2007,henriklundqvist,NYR
527,2007,marekmalik,NYR
528,2007,paulmara,NYR
529,2007,michaelnylander,NYR
530,2007,coltonorr,NYR
531,2007,jedortmeyer,NYR
532,2007,sandisozolinsh,NYR
533,2007,thomaspock,NYR
534,2007,petrprucha,NYR
535,2007,karelrachunek,NYR
536,2007,michalrozsival,NYR
537,2007,brendanshanahan,NYR
538,2007,martinstraka,NYR
539,2007,jasonstrudwick,NYR
540,2007,fedortyutin,NYR
541,2007,stevevaliquette,NYR
542,2007,aaronward,NYR
543,2007,jasonward,NYR
544,2007,kevinweekes,NYR
545,2008,seanavery,NYR
546,2008,christianbackman,NYR
547,2008,ivanbaranka,NYR
548,2008,blairbetts,NYR
549,2008,danebyers,NYR
550,2008,ryancallahan,NYR
551,2008,nigeldawes,NYR
552,2008,chrisdrury,NYR
553,2008,brandondubinsky,NYR
554,2008,dangirardi,NYR
555,2008,scottgomez,NYR
556,2008,ryanhollweg,NYR
557,2008,marcelhossa,NYR
558,2008,jaromirjagr,NYR
559,2008,laurikorpikoski,NYR
560,2008,henriklundqvist,NYR
561,2008,marekmalik,NYR
562,2008,paulmara,NYR
563,2008,gregmoore,NYR
564,2008,coltonorr,NYR
565,2008,thomaspock,NYR
566,2008,petrprucha,NYR
567,2008,michalrozsival,NYR
568,2008,brendanshanahan,NYR
569,2008,fredriksjostrom,NYR
570,2008,marcstaal,NYR
571,2008,martinstraka,NYR
572,2008,jasonstrudwick,NYR
573,2008,fedortyutin,NYR
574,2008,stevevaliquette,NYR
575,2009,artemanisimov,NYR
576,2009,nikolaiantropov,NYR
577,2009,seanavery,NYR
578,2009,blairbetts,NYR
579,2009,ryancallahan,NYR
580,2009,nigeldawes,NYR
581,2009,chrisdrury,NYR
582,2009,brandondubinsky,NYR
583,2009,danfritsche,NYR
584,2009,dangirardi,NYR
585,2009,scottgomez,NYR
586,2009,dmitrikalinin,NYR
587,2009,laurikorpikoski,NYR
588,2009,henriklundqvist,NYR
589,2009,paulmara,NYR
590,2009,derekmorris,NYR
591,2009,markusnaslund,NYR
592,2009,coltonorr,NYR
593,2009,coreypotter,NYR
594,2009,petrprucha,NYR
595,2009,waderedden,NYR
596,2009,erikreitz,NYR
597,2009,patrickrissmiller,NYR
598,2009,michalrozsival,NYR
599,2009,michaelsauer,NYR
600,2009,fredriksjostrom,NYR
601,2009,marcstaal,NYR
602,2009,stevevaliquette,NYR
603,2009,aaronvoros,NYR
604,2009,nikolaizherdev,NYR
605,2010,artemanisimov,NYR
606,2010,alexauld,NYR
607,2010,seanavery,NYR
608,2010,brianboyle,NYR
609,2010,donaldbrashear,NYR
610,2010,danebyers,NYR
611,2010,ryancallahan,NYR
612,2010,erikchristensen,NYR
613,2010,michaeldelzotto,NYR
614,2010,chrisdrury,NYR
615,2010,brandondubinsky,NYR
616,2010,anderseriksson,NYR
617,2010,mariangaborik,NYR
618,2010,mattgilroy,NYR
619,2010,dangirardi,NYR
620,2010,ilkkaheikkinen,NYR
621,2010,chrishiggins,NYR
622,2010,chadjohnson,NYR
623,2010,ollijokinen,NYR
624,2010,aleskotalik,NYR
625,2010,enverlisin,NYR
626,2010,coreylocke,NYR
627,2010,henriklundqvist,NYR
628,2010,pierrealexandreparenteau,NYR
629,2010,coreypotter,NYR
630,2010,vinnyprospal,NYR
631,2010,brandonprust,NYR
632,2010,waderedden,NYR
633,2010,michalrozsival,NYR
634,2010,bobbysanguinetti,NYR
635,2010,jodyshelley,NYR
636,2010,marcstaal,NYR
637,2010,stevevaliquette,NYR
638,2010,aaronvoros,NYR
639,2010,mattzaba,NYR
640,2011,artemanisimov,NYR
641,2011,seanavery,NYR
642,2011,martinbiron,NYR
643,2011,derekboogaard,NYR
644,2011,brianboyle,NYR
645,2011,ryancallahan,NYR
646,2011,erikchristensen,NYR
647,2011,michaeldelzotto,NYR
648,2011,chrisdrury,NYR
649,2011,brandondubinsky,NYR
650,2011,brodiedupont,NYR
651,2011,steveeminger,NYR
652,2011,ruslanfedotenko,NYR
653,2011,alexfrolov,NYR
654,2011,mariangaborik,NYR
655,2011,mattgilroy,NYR
656,2011,dangirardi,NYR
657,2011,evgenygrachev,NYR
658,2011,chadjohnson,NYR
659,2011,chadkolarik,NYR
660,2011,henriklundqvist,NYR
661,2011,bryanmccabe,NYR
662,2011,ryanmcdonagh,NYR
663,2011,krisnewbury,NYR
664,2011,vinnyprospal,NYR
665,2011,brandonprust,NYR
666,2011,michalrozsival,NYR
667,2011,michaelsauer,NYR
668,2011,marcstaal,NYR
669,2011,derekstepan,NYR
670,2011,daleweise,NYR
671,2011,toddwhite,NYR
672,2011,jeremywilliams,NYR
673,2011,wojtekwolski,NYR
674,2011,matszuccarello,NYR
675,2012,artemanisimov,NYR
676,2012,seanavery,NYR
677,2012,brendanbell,NYR
678,2012,stubickel,NYR
679,2012,martinbiron,NYR
680,2012,brianboyle,NYR
681,2012,ryancallahan,NYR
682,2012,erikchristensen,NYR
683,2012,michaeldelzotto,NYR
684,2012,andredeveaux,NYR
685,2012,brandondubinsky,NYR
686,2012,steveeminger,NYR
687,2012,timerixon,NYR
688,2012,ruslanfedotenko,NYR
689,2012,mariangaborik,NYR
690,2012,dangirardi,NYR
691,2012,carlhagelin,NYR
692,2012,chriskreider,NYR
693,2012,henriklundqvist,NYR
694,2012,ryanmcdonagh,NYR
695,2012,johnmitchell,NYR
696,2012,krisnewbury,NYR
697,2012,brandonprust,NYR
698,2012,bradrichards,NYR
699,2012,mikerupp,NYR
700,2012,michaelsauer,NYR
701,2012,johnscott,NYR
702,2012,marcstaal,NYR
703,2012,derekstepan,NYR
704,2012,antonstralman,NYR
705,2012,wojtekwolski,NYR
706,2012,jeffwoywitka,NYR
707,2012,matszuccarello,NYR
708,2013,arronasham,NYR
709,2013,stubickel,NYR
710,2013,martinbiron,NYR
711,2013,brianboyle,NYR
712,2013,derickbrassard,NYR
713,2013,ryancallahan,NYR
714,2013,ryaneclowe,NYR
715,2013,michaeldelzotto,NYR
716,2013,derekdorsett,NYR
717,2013,steveeminger,NYR
718,2013,bennferriero,NYR
719,2013,mariangaborik,NYR
720,2013,mattgilroy,NYR
721,2013,dangirardi,NYR
722,2013,carlhagelin,NYR
723,2013,michealhaley,NYR
724,2013,jeffhalpern,NYR
725,2013,romanhamrlik,NYR
726,2013,chriskreider,NYR
727,2013,henriklundqvist,NYR
728,2013,brandonmashinter,NYR
729,2013,ryanmcdonagh,NYR
730,2013,jtmiller,NYR
731,2013,johnmoore,NYR
732,2013,ricknash,NYR
733,2013,krisnewbury,NYR
734,2013,darrollpowe,NYR
735,2013,taylorpyatt,NYR
736,2013,bradrichards,NYR
737,2013,mikerupp,NYR
738,2013,brandonsegal,NYR
739,2013,marcstaal,NYR
740,2013,derekstepan,NYR
741,2013,antonstralman,NYR
742,2013,christianthomas,NYR
743,2013,matszuccarello,NYR
744,2014,conorallen,NYR
745,2014,arronasham,NYR
746,2014,martinbiron,NYR
747,2014,brianboyle,NYR
748,2014,derickbrassard,NYR
749,2014,ryancallahan,NYR
750,2014,danielcarcillo,NYR
751,2014,michaeldelzotto,NYR
752,2014,raphaeldiaz,NYR
753,2014,derekdorsett,NYR
754,2014,justinfalk,NYR
755,2014,jesperfast,NYR
756,2014,dangirardi,NYR
757,2014,carlhagelin,NYR
758,2014,kevinklein,NYR
759,2014,chriskreider,NYR
760,2014,henriklundqvist,NYR
761,2014,brandonmashinter,NYR
762,2014,ryanmcdonagh,NYR
763,2014,dylanmcilrath,NYR
764,2014,jtmiller,NYR
765,2014,dominicmoore,NYR
766,2014,johnmoore,NYR
767,2014,ricknash,NYR
768,2014,benoitpouliot,NYR
769,2014,darrollpowe,NYR
770,2014,taylorpyatt,NYR
771,2014,bradrichards,NYR
772,2014,martinstlouis,NYR
773,2014,marcstaal,NYR
774,2014,derekstepan,NYR
775,2014,antonstralman,NYR
776,2014,camtalbot,NYR
777,2014,matszuccarello,NYR
778,2015,conorallen,NYR
779,2015,ryanbourque,NYR
780,2015,danboyle,NYR
781,2015,derickbrassard,NYR
782,2015,anthonyduclair,NYR
783,2015,jesperfast,NYR
784,2015,dangirardi,NYR
785,2015,tannerglass,NYR
786,2015,carlhagelin,NYR
787,2015,kevinhayes,NYR
788,2015,matthunwick,NYR
789,2015,kevinklein,NYR
790,2015,mikekostka,NYR
791,2015,chriskreider,NYR
792,2015,oscarlindberg,NYR
793,2015,henriklundqvist,NYR
794,2015,ryanmalone,NYR
795,2015,ryanmcdonagh,NYR
796,2015,dylanmcilrath,NYR
797,2015,jtmiller,NYR
798,2015,dominicmoore,NYR
799,2015,johnmoore,NYR
800,2015,chrismueller,NYR
801,2015,ricknash,NYR
802,2015,jamessheppard,NYR
803,2015,mackenzieskapski,NYR
804,2015,martinstlouis,NYR
805,2015,marcstaal,NYR
806,2015,leestempniak,NYR
807,2015,derekstepan,NYR
808,2015,chrissummers,NYR
809,2015,camtalbot,NYR
810,2015,keithyandle,NYR
811,2015,matszuccarello,NYR
812,2016,danboyle,NYR
813,2016,derickbrassard,NYR
814,2016,raphaeldiaz,NYR
815,2016,emersonetem,NYR
816,2016,jesperfast,NYR
817,2016,dangirardi,NYR
818,2016,tannerglass,NYR
819,2016,kevinhayes,NYR
820,2016,magnushellberg,NYR
821,2016,marekhrivik,NYR
822,2016,kevinklein,NYR
823,2016,chriskreider,NYR
824,2016,oscarlindberg,NYR
825,2016,henriklundqvist,NYR
826,2016,ryanmcdonagh,NYR
827,2016,dylanmcilrath,NYR
828,2016,jaysonmegna,NYR
829,2016,jtmiller,NYR
830,2016,dominicmoore,NYR
831,2016,ricknash,NYR
832,2016,danielpaille,NYR
833,2016,anttiraanta,NYR
834,2016,bradyskjei,NYR
835,2016,ericstaal,NYR
836,2016,marcstaal,NYR
837,2016,viktorstalberg,NYR
838,2016,derekstepan,NYR
839,2016,jarretstoll,NYR
840,2016,chrissummers,NYR
841,2016,keithyandle,NYR
842,2016,matszuccarello,NYR
843,2017,taylorbeck,NYR
844,2017,pavelbuchnevich,NYR
845,2017,adamclendening,NYR
846,2017,jesperfast,NYR
847,2017,dangirardi,NYR
848,2017,tannerglass,NYR
849,2017,michaelgrabner,NYR
850,2017,kevinhayes,NYR
851,2017,magnushellberg,NYR
852,2017,nickholden,NYR
853,2017,marekhrivik,NYR
854,2017,nicklasjensen,NYR
855,2017,joshjooris,NYR
856,2017,stevenkampfer,NYR
857,2017,kevinklein,NYR
858,2017,chriskreider,NYR
859,2017,oscarlindberg,NYR
860,2017,henriklundqvist,NYR
861,2017,ryanmcdonagh,NYR
862,2017,dylanmcilrath,NYR
863,2017,jtmiller,NYR
864,2017,ricknash,NYR
865,2017,cristovalnieves,NYR
866,2017,brandonpirri,NYR
867,2017,mattpuempel,NYR
868,2017,anttiraanta,NYR
869,2017,bradyskjei,NYR
870,2017,brendansmith,NYR
871,2017,marcstaal,NYR
872,2017,derekstepan,NYR
873,2017,jimmyvesey,NYR
874,2017,mikazibanejad,NYR
875,2017,matszuccarello,NYR
876,2018,liasandersson,NYR
